,aapl,tsla,Ratio,Spread
78,173.13999938964844,305.0066833496094,1.7616188311471421,-27.099429923795693
79,173.06100463867188,304.4700012207031,1.7593218175081993,-26.69027895764526
80,172.7050018310547,302.51666259765625,1.7516381076998992,-25.311680446295664
81,172.25999450683594,301.51666259765625,1.7503580181856497,-25.030111744462825
82,171.72000122070312,297.4328918457031,1.7320806529894412,-21.818120076683325
83,172.05999755859375,295.4433288574219,1.717094810237986,-19.27965823413785
84,171.80999755859375,296.7012023925781,1.7269146534467048,-20.941138215226427
85,171.02499389648438,293.73333740234375,1.717487781815859,-19.240603377423493
86,168.97999572753906,287.6666564941406,1.702371072123651,-16.475420240845093
87,168.8350067138672,285.9100036621094,1.693428449626296,-14.95284141084323
88,168.44000244140625,286.4433288574219,1.7005659267730324,-16.12387168829991
89,168.4199981689453,291.86334228515625,1.7329494445925748,-21.576180529280006
90,168.99000549316406,298.8500061035156,1.7684478157828372,-27.64260982650603
91,169.3300018310547,297.47332763671875,1.7567668128505443,-25.71703250544493
92,168.95899963378906,293.55999755859375,1.7374629241110073,-22.40265794040584
93,167.5,290.3399963378906,1.7333731124650187,-21.538103346943497
94,168.53030395507812,290.9666748046875,1.7264946895381195,-20.501432543583856
95,169.1300048828125,291.9266662597656,1.7260489436042823,-20.493251358401206
96,171.0800018310547,305.92047119140625,1.7881720126091039,-31.33893093860598
97,171.46499633789062,305.5533142089844,1.782015692619023,-30.350228897753933
98,170.87600708007812,304.6083679199219,1.7826280770779737,-30.35616205284361
99,171.83999633789062,306.1100158691406,1.7813665176483917,-30.301520889011666
100,171.82000732421875,305.8815612792969,1.780244140614593,-30.105337078231113
101,172.19000244140625,305.60833740234375,1.7748320638205335,-29.234783544236503
102,172.8000030517578,307.4200134277344,1.7790509722135512,-30.061658856184916
103,170.72999572753906,302.6278991699219,1.772552607878426,-28.611417795099893
104,170.86990356445312,303.2699890136719,1.7748590166393854,-29.027636819589983
105,170.86819458007812,303.5299987792969,1.7763984662285772,-29.290405613654
106,170.8699951171875,301.739990234375,1.765903896862835,-27.497490235198196
107,172.4149932861328,307.0400085449219,1.7808196531688572,-30.303223665984998
108,173.13999938964844,308.59423828125,1.7823393748937486,-30.686984855436318
109,172.5500030517578,307.7533264160156,1.783560249046779,-30.798578290398492
110,170.9199981689453,299.3766784667969,1.751560271904982,-25.05345225159709
111,171.30499267578125,299.0050048828125,1.745454117900238,-24.0602336091826
112,171.0500030517578,297.22332763671875,1.7376400019518403,-22.69021818669574
113,170.64500427246094,294.4333190917969,1.7254142325883088,-20.5540501134497
114,169.80499267578125,293.29632568359375,1.727253840195393,-20.773193085557974
115,169.2100067138672,292.6433410644531,1.7294682906035856,-21.080769144288407
116,168.9199981689453,292.13665771484375,1.7294379640157427,-21.042283067102797
117,168.5,285.6666564941406,1.6953510771165616,-15.250337719464138
118,168.10499572753906,282.8133239746094,1.6823612097345821,-13.034710282077068
119,167.69549560546875,283.3181457519531,1.6894797604970004,-14.2006396149315
120,166.35000610351562,280.3899841308594,1.685542373568531,-13.444670937528084
121,168.0399932861328,285.7550048828125,1.7005178308727884,-16.081332807691805
122,167.375,285.1666564941406,1.703758963370519,-16.56656672615969
123,167.60000610351562,285.6600036621094,1.7044152342433434,-16.696658239116342
124,166.6300048828125,285.1433410644531,1.7112364682758585,-17.74599062241219
125,164.5500030517578,273.02593994140625,1.659227802357003,-8.98659808562439
126,164.40499877929688,269.38665771484375,1.6385551516987509,-5.5814144952738
127,163.89999389648438,269.1706848144531,1.6422861185977553,-6.180734498604916
128,163.35000610351562,270.663330078125,1.6569532902655935,-8.561294235981958
129,165.1199951171875,274.4850158691406,1.662336627822303,-9.525464126407936
130,164.3300018310547,273.8733215332031,1.6666057231275901,-10.189155320576386
131,163.88999938964844,267.3416748046875,1.63122628470504,-4.367859878370889
132,162.93499755859375,262.375,1.6103047468708875,-0.9429646532468567
133,164.30490112304688,265.8233337402344,1.6178661252542978,-2.1796907578052993
134,162.16000366210938,260.11334228515625,1.6040536285824891,0.06752293287957367
135,161.42999267578125,258.6993408203125,1.60254817913477,0.30297583898948655
136,160.8000030517578,257.4850158691406,1.60127494392063,0.5002292976558962
137,160.07000732421875,254.663330078125,1.5909496996667793,2.1433911641201506
138,155.85000610351562,252.0066680908203,1.6169820867599929,-2.012825626647863
139,158.02999877929688,253.711669921875,1.605465240028295,-0.1983910735800365
140,157.25999450683594,251.74330139160156,1.6008095522390378,0.5268627056506758
141,157.9114990234375,252.09999084472656,1.5964637939844357,1.221978942343388
142,159.50999450683594,255.5366973876953,1.6020105710475971,0.365924722948084
143,160.35000610351562,261.6566467285156,1.631784451318327,-4.397888237560831
144,162.77000427246094,266.8466491699219,1.6394092410493943,-5.680983238443782
145,162.14999389648438,265.23333740234375,1.6357283218380334,-5.068632208021991
146,164.02999877929688,268.5133361816406,1.63697700530332,-5.313502630969192
147,164.3000030517578,268.52667236328125,1.6343680302835413,-4.890936953431772
148,164.48500061035156,267.0899963378906,1.6237954545812963,-3.155596099520376
149,164.77999877929688,268.6333312988281,1.630254480452026,-4.222678410359602
150,164.6750030517578,268.1233215332031,1.6281968517646312,-3.88217645445513
151,164.8699951171875,269.9433288574219,1.6373102253417888,-5.387383560621511
152,163.77999877929688,284.010009765625,1.7340945895862723,-21.213782660885894
153,165.0800018310547,289.4800109863281,1.75357407181632,-24.585025435904296
154,164.3000030517578,288.3266296386719,1.7548790278953506,-24.690894228822398
155,164.07000732421875,289.296630859375,1.7632511607541768,-26.032206482212185
156,162.8300018310547,285.82666015625,1.7553685251002533,-24.56413261921733
157,163.8199005126953,287.86334228515625,1.7571939757273147,-25.002696793203253
158,165.1199951171875,290.3333435058594,1.7583172970651226,-25.373791763126686
159,166.1497039794922,294.3833312988281,1.7717957013944712,-27.761391019056074
160,164.85000610351562,289.1700134277344,1.7541401438963458,-24.64633890999721
161,163.92999267578125,288.6999816894531,1.761117517161368,-25.6616005708276
162,162.54769897460938,287.1666564941406,1.7666608528183303,-26.359885967373767
163,163.19140625,288.6750183105469,1.7689351721641093,-26.82903016121514
164,162.8699951171875,287.8899841308594,1.7676060217458596,-26.562890401517844
165,163.1699981689453,288.163330078125,1.7660313373280931,-26.351903686828162
166,164.50999450683594,286.57666015625,1.7420015179949555,-22.601909126959523
167,165.7393035888672,285.64666748046875,1.7234696978638435,-19.687288172974316
168,166.2899932861328,283.010009765625,1.701906435696667,-16.161582812030755
169,166.68609619140625,287.9049987792969,1.7272286372865469,-20.41709308241911
170,166.8699951171875,289.8299865722656,1.7368609998983173,-22.04518970800643
171,167.2100067138672,291.7416687011719,1.744762017744581,-23.40794834846599
172,166.5399932861328,293.2966613769531,1.761118489257048,-26.044627977426554
173,166.82000732421875,287.6666564941406,1.7244134028543319,-19.962561211721944
174,166.66000366210938,285.4800109863281,1.712948546221788,-18.03422974150993
175,166.25,284.1700134277344,1.7092933138510338,-17.386152666449046
176,167.6999969482422,285.73333740234375,1.7038362707336876,-16.608564181487278
177,167.77000427246094,284.0482482910156,1.693081248479419,-14.810453440890509
178,166.68809509277344,280.8800048828125,1.6850633797601644,-13.388872108028405
179,166.3000030517578,279.7933349609375,1.6824613940256934,-12.92874798362919
180,163.30999755859375,281.02972412109375,1.720836007117467,-18.99227910544209
181,162.5500030517578,277.5433349609375,1.7074335881283527,-16.732844672614473
182,163.6999969482422,279.3999938964844,1.70678069092954,-16.73292381054551
183,163.47500610351562,282.4483337402344,1.7277768661551998,-20.14449467512514
184,163.3300018310547,280.2966613769531,1.716137012395839,-18.226920948055746
185,162.6999969482422,277.8066711425781,1.7074780353619394,-16.754026840368677
186,163.22000122070312,279.5199890136719,1.7125351484081293,-17.627836406352056
187,161.52999877929688,279.0975646972656,1.72783734790096,-19.933795605917734
188,163.17999267578125,279.7361755371094,1.7142798632974021,-17.90861375628094
189,161.67999267578125,276.6199951171875,1.7109104876810377,-17.21407201195319
190,161.05990600585938,272.7933349609375,1.6937383221309794,-14.388495763771967
191,161.0500946044922,272.44000244140625,1.6916475777953814,-14.051003023582435
192,160.36000061035156,270.4599914550781,1.6865801348570173,-13.185097574591733
193,159.30999755859375,268.1933288574219,1.6834682880387413,-12.61358697668788
194,156.731201171875,268.86334228515625,1.7154423642189445,-17.446875782129236
195,156.5399932861328,271.2533264160156,1.732805276925004,-20.14555085378316
196,160.8759002685547,279.4333190917969,1.736949528334144,-21.325543501290152
197,160.99000549316406,279.2799987792969,1.7347660677678256,-20.98800877212255
198,159.15150451660156,278.06329345703125,1.7471609476869612,-22.739426829831128
199,158.4499969482422,276.6666564941406,1.74608180386721,-22.475321772781196
200,157.2899932861328,274.73333740234375,1.7466676147831275,-22.41474250231425
201,161.3300018310547,284.2467041015625,1.7618961189824234,-25.405815240123953
202,161.11000061035156,284.3766784667969,1.7651087914434855,-25.890965248513393
203,162.00999450683594,283.260009765625,1.7484107114988698,-23.321323195658064
204,162.2799072265625,284.27996826171875,1.7517878406525664,-23.905527637668737
205,162.33999633789062,284.20166015625,1.7506570565932464,-23.73021012155044
206,163.19500732421875,286.30670166015625,1.7543839505540268,-24.45489984375666
207,162.97999572753906,286.30999755859375,1.756718646853022,-24.80531600767466
208,158.1199951171875,278.2831115722656,1.7599489006183033,-24.624540315638793
209,156.67909240722656,272.71826171875,1.7406168080800761,-21.385920948929705
210,157.2100067138672,274.2366638183594,1.7443969983252312,-22.047201302947624
211,156.8300018310547,271.3466491699219,1.730196046686465,-19.7706763352657
