,pep,cost,Ratio,Spread
1071,166.9499969482422,484.75,2.9035639943754066,5.261879551713557
1072,167.19000244140625,486.0799865722656,2.9073507953480546,4.640573575837047
1073,164.22000122070312,476.32000732421875,2.900499353206492,5.6308275621141295
1074,164.35000610351562,476.8699951171875,2.901551429312583,5.464714057481283
1075,165.10000610351562,479.0299987792969,2.901453549789399,5.519286571461928
1076,166.19000244140625,481.05999755859375,2.894638609372435,6.707794354722248
1077,166.25,481.0299987792969,2.893413526492011,6.914952019199527
1078,166.75999450683594,482.1099853515625,2.891041024421475,7.34086102663475
1079,165.92999267578125,480.1600036621094,2.893750526466409,6.840039674534816
1080,164.13999938964844,489.7149963378906,2.9835201544954724,-8.000388317020784
1081,164.6750030517578,491.5899963378906,2.9852132213617297,-8.295646498049669
1082,164.32000732421875,488.18499755859375,2.9709406998464836,-5.938867826515141
1083,164.03500366210938,486.239990234375,2.9642453097142956,-4.835410262570852
1084,163.22000122070312,485.07000732421875,2.9718784689158033,-6.071940672672545
1085,163.49000549316406,484.0799865722656,2.9609148590585024,-4.284659881740074
1086,162.77999877929688,482.7099914550781,2.965413411198965,-5.0111500357448815
1087,162.1999969482422,473.75,2.920776873696077,2.236230436476897
1088,162.02000427246094,473.94000244140625,2.925194358373211,1.5147513395294916
1089,161.36000061035156,470.9371032714844,2.918549215977586,2.568812661131924
1090,161.63999938964844,471.4599914550781,2.916728490691091,2.872695978825059
1091,161.76499938964844,470.5899963378906,2.9090965172531895,4.111787125360886
1092,161.08999633789062,466.9800109863281,2.8988765385953883,5.728644907308828
1093,161.61000061035156,468.1499938964844,2.8967885163568154,6.094114094828578
1094,162.9199981689453,467.70001220703125,2.870734209817718,10.412214962945436
1095,162.0749969482422,464.6831970214844,2.8670874951173286,10.933937385644194
1096,161.72999572753906,463.55999755859375,2.866258639736424,11.038428203080011
1097,161.5,464.0950012207031,2.873653258332527,9.824300462556616
1098,162.30999755859375,467.3999938964844,2.87967470227922,8.911042848045733
1099,162.02000427246094,466.9700012207031,2.882174971649939,8.484752560232616
1100,161.86000061035156,466.260009765625,2.880637637510338,8.722290284384664
1101,162.5,468.8900146484375,2.885477013221154,7.9820552696089155
1102,163.2949981689453,472.1000061035156,2.8910867534049025,7.1195091545060425
1103,163.99000549316406,474.6099853515625,2.8941397003084233,6.661725456356416
1104,163.72999572753906,474.2641906738281,2.8966237283914973,6.239771557418928
1105,163.86500549316406,475.54998779296875,2.9020838608082626,5.352626985601782
1106,162.42430114746094,471.0400085449219,2.9000587056075835,5.608540205937411
1107,162.6300048828125,472.1600036621094,2.9032773134473997,5.095940544272944
1108,169.05999755859375,477.80999755859375,2.8262747217477733,18.43222477074637
1109,170.36000061035156,473.2650146484375,2.778028956051087,26.815815397258813
1110,169.9499969482422,471.3500061035156,2.7734628688876293,27.5201781525579
1111,169.05999755859375,469.8039855957031,2.7789186820074088,26.438236733636995
1112,169.80999755859375,470.8879089355469,2.7730281827079395,27.568889569883208
1113,169.27769470214844,466.5539855957031,2.756145671859635,30.331045943929052
1114,169.3800048828125,466.3699951171875,2.75339462553358,30.81713467400483
1115,167.7899932861328,451.9100036621094,2.6933072396723077,40.58219039346472
1116,170.85000610351562,459.7398986816406,2.6908977597758508,41.78780401914151
1117,172.4499969482422,463.3800048828125,2.6870397975239615,42.87209996022768
1118,173.52999877929688,466.44000244140625,2.6879502433158273,43.00109750188364
1119,173.38999938964844,464.80999755859375,2.680719760048303,44.217716634052756
1120,174.2100067138672,468.79998779296875,2.691004934997526,42.649017978923276
1121,174.55999755859375,467.75,2.6795944462762296,44.73244762066674
1122,172.47500610351562,461.6600036621094,2.6766777058992037,44.66594742020107
1123,172.3699951171875,460.32000732421875,2.6705344338570383,45.69587065335839
1124,170.9600067138672,456.2200012207031,2.6685773473574477,45.63250778813222
1125,171.0,456.489990234375,2.669532106633772,45.48060967935806
1126,171.17999267578125,455.510009765625,2.661000287740234,46.992066803649216
1127,171.02999877929688,456.7950134277344,2.670847317359797,45.26416592858886
1128,170.30999755859375,454.7200012207031,2.6699548337687014,45.21318140212032
1129,171.27000427246094,465.04998779296875,2.7153031832308168,37.717872159743656
1130,172.44000244140625,465.2099914550781,2.6978078454455647,41.01260192565457
1131,172.6199951171875,464.56500244140625,2.6912583453963395,42.189067594867545
1132,172.9199981689453,464.0799865722656,2.683784359741045,43.55992294557769
1133,172.80999755859375,463.75750732421875,2.683626606539214,43.55759588557135
1134,172.8300018310547,464.75,2.6890585840200583,42.62417119007279
1135,172.75999450683594,464.239990234375,2.6871961391270216,42.92746555254224
1136,175.4199981689453,473.9100036621094,2.701573415852457,41.111826442700654
1137,174.0800018310547,470.2601013183594,2.701402208018981,40.80503016519669
1138,174.02999877929688,470.239990234375,2.70206282556336,40.6774938263082
1139,174.8800048828125,471.5199890136719,2.6962487182547745,41.90736606884713
1140,174.91000366210938,473.364990234375,2.7063345739150524,40.150944290734124
1141,174.39999389648438,470.9150085449219,2.7002008315690356,41.09498534481879
1142,175.11000061035156,473.5400085449219,2.704243086599183,40.56647061601104
1143,175.61000061035156,474.4800109863281,2.7018963005365384,41.10285229199821
1144,173.58999633789062,471.8800048828125,2.718359437973052,37.73825394565774
1145,173.2899932861328,470.3699951171875,2.714351741825752,38.36242422971328
1146,172.66000366210938,468.70001220703125,2.714583587779041,38.17219378980793
1147,173.0196990966797,470.30499267578125,2.7182164524109185,37.62931057445491
1148,173.10000610351562,470.26519775390625,2.7167254833756775,37.90623347514589
1149,173.39999389648438,471.5400085449219,2.719377307627934,37.51721711003217
1150,173.10499572753906,470.6191101074219,2.7186916710835956,37.56705432495017
1151,172.5399932861328,469.7099914550781,2.72232531431789,36.80785171573263
1152,172.16299438476562,467.8699951171875,2.717599079808921,37.53465767311673
1153,172.2050018310547,466.0400085449219,2.7063093614559475,39.488682498409226
1154,171.5500030517578,464.8500061035156,2.7097056125569825,38.74462535048361
1155,171.22999572753906,464.0799865722656,2.710272721788238,38.5697374198814
1156,171.4600067138672,464.7099914550781,2.7103112869381087,38.61890167115059
1157,171.52000427246094,466.5199890136719,2.7199159129718833,36.986062997737186
1158,171.5399932861328,468.7449951171875,2.732569741537238,34.82007981883658
1159,171.63999938964844,471.6449890136719,2.7478734018343083,32.21538076809794
1160,172.02999877929688,473.3999938964844,2.75184559237151,31.611953694625537
1161,173.14999389648438,475.8949890136719,2.748455130169857,32.42404458258546
1162,173.5800018310547,478.05999755859375,2.75411909503198,31.52874980756901
1163,173.02999877929688,478.1600036621094,2.763451465268816,29.80471216378721
1164,175.7803955078125,487.44000244140625,2.7730054937767057,28.645997477512378
1165,175.9600067138672,491.4200134277344,2.7927937865269823,25.19633675503435
1166,177.0500030517578,495.2349853515625,2.7971475674405286,24.59987139376342
1167,176.99000549316406,492.81500244140625,2.7844227761235953,26.84269541873932
1168,177.13499450683594,494.1600036621094,2.7897367487317077,25.925813151999545
1169,177.6699981689453,496.95001220703125,2.797039552701996,24.715546426048785
1170,177.72000122070312,497.1600036621094,2.797434167495345,24.653202393843525
