,v,acn,Ratio,Spread
314,202.9499969482422,295.75,1.457255503558467,-14.133065461479239
315,196.27000427246094,289.1400146484375,1.4731747508756097,-16.838252620542836
316,193.7899932861328,287.7699890136719,1.4849579389209053,-18.926573616852284
317,195.83999633789062,289.0,1.475694472039188,-17.29787906242915
318,195.22000122070312,287.54998779296875,1.472953519080677,-16.712442874064255
319,194.25,287.6400146484375,1.4807722761824325,-18.155125210597692
320,194.02000427246094,288.2484130859375,1.48566336840789,-19.084250029505416
321,193.07000732421875,287.54998779296875,1.4893560723292023,-19.710584491068733
322,193.4250030517578,288.7300109863281,1.4927233110037383,-20.395570249050298
323,192.53500366210938,284.989990234375,1.4801983266093273,-17.896643350236378
324,191.80999755859375,284.5899963378906,1.4837078356718847,-18.507662078060765
325,192.63999938964844,287.9549865722656,1.494782949982396,-20.715224360689422
326,194.52999877929688,289.8399963378906,1.4899501267499995,-19.96465184141407
327,194.59500122070312,288.5299987792969,1.4827205065358067,-18.564009130243097
328,193.57000732421875,287.489990234375,1.485199046114854,-18.953342716594467
329,196.22000122070312,286.6099853515625,1.4606563223348015,-14.37795200089686
330,197.1165008544922,287.0950012207031,1.456473709588785,-13.612809501640518
331,197.30499267578125,286.05999755859375,1.449836588923312,-12.314956175262003
332,197.27000427246094,283.2499084472656,1.435848848343172,-9.553657987609816
333,197.5,283.44000244140625,1.4351392528678797,-9.423025600342717
334,196.68870544433594,282.114990234375,1.4343222687701058,-9.229354265935845
335,197.00999450683594,281.0,1.4263235766460047,-7.6663301506532004
336,194.69000244140625,279.489990234375,1.4355641621530622,-9.39152248204754
337,193.5800018310547,280.0950012207031,1.4469211621619555,-11.544416478758697
338,192.9550018310547,279.5899963378906,1.4489906645835011,-11.910966865796913
339,192.50999450683594,278.05999755859375,1.4443925276239098,-11.001525652172054
340,191.0,276.2200012207031,1.44617801686232,-11.26719918608699
341,191.85000610351562,277.5899963378906,1.4469115846059064,-11.451870624995584
342,194.1300048828125,281.2099914550781,1.4485653138721748,-11.8924338200241
343,199.9199981689453,287.4100036621094,1.4376250815049996,-10.018367369568514
344,199.41000366210938,287.82000732421875,1.443357916044753,-11.139552471722302
345,199.80999755859375,287.94000244140625,1.441069045391328,-10.701760727487274
346,199.1649932861328,286.7300109863281,1.4396606866267605,-10.391220268792429
347,198.10760498046875,284.45001220703125,1.4358359046088862,-9.585737249623596
