,hd,bkng,Ratio,Spread
207,274.7677001953125,1670.489990234375,6.079644692760264,169.5265223978868
208,279.5686950683594,1747.489990234375,6.250664044510003,124.79442630754014
209,283.3458251953125,1773.9599609375,6.260759126112747,123.71087554729459
210,273.8333740234375,1771.8199462890625,6.470430978721431,61.91687891766313
211,267.8396301269531,1773.6199951171875,6.621947597062132,19.832356303360967
212,273.8731384277344,1822.7900390625,6.6555999231135665,11.214046162368762
213,281.5566711425781,1808.56005859375,6.423431742016545,77.08571796496292
214,288.5145568847656,1874.6099853515625,6.497453735411668,57.80034615464754
215,288.40521240234375,1851.52001953125,6.41985629908887,80.15539820288998
216,289.30975341796875,1833.739990234375,6.3383275833952,104.01492630081319
217,296.8540954589844,1871.719970703125,6.305184935411262,116.74112454675813
218,294.3492736816406,1869.47998046875,6.3512301460295895,102.14598986235981
219,294.2796630859375,1889.52001953125,6.420831122738712,81.63809193463729
220,286.9937744140625,1778.1800537109375,6.1958837167856275,144.00896660253832
221,279.8072204589844,1825.72998046875,6.524956637909118,48.15758595943342
222,282.322021484375,1874.4000244140625,6.639227129924048,16.389738326549633
223,288.52447509765625,1833.8199462890625,6.355855757707811,98.65704638821151
224,289.3892822265625,1859.18994140625,6.4245293643967525,79.09949516522468
225,285.0256652832031,1865.8199462890625,6.546147149363455,43.1412414610393
226,309.82562255859375,1946.510009765625,6.282598558799003,129.13384678265177
227,313.046142578125,2015.77001953125,6.43921053596176,81.51923203978734
228,305.0743713378906,1979.25,6.487762283406776,64.46028405042219
229,310.0542297363281,2001.9000244140625,6.456612529093667,75.28032084941836
230,313.0163269042969,2013.780029296875,6.433466423981704,83.30882853837878
231,309.56719970703125,1940.760009765625,6.269268874746177,133.14696433166412
232,311.2967224121094,1940.280029296875,6.232895785931984,145.25121725492866
233,314.87506103515625,1919.489990234375,6.096036897695309,190.0915812808876
234,322.9263610839844,1946.969970703125,6.0291453573738165,216.72508836903947
235,319.5766296386719,1969.449951171875,6.162684528585918,171.73127165203462
236,324.4173583984375,1984.6300048828125,6.117521006521984,189.086176757598
237,317.0022277832031,1984.9000244140625,6.261470268819466,138.97841973714688
238,314.05999755859375,2017.1600341796875,6.422849295868534,86.94342485317296
239,323.989990234375,2079.449951171875,6.418253692552652,91.39385188520603
240,327.07000732421875,2060.2900390625,6.299232558551817,131.25482661248273
241,327.989990234375,2085.43994140625,6.3582426400148275,112.28820938534548
242,320.0799865722656,2056.52001953125,6.425019075870718,88.04430900198807
243,317.45001220703125,2042.18994140625,6.433107144045078,84.69810078503318
244,320.1499938964844,1955.56005859375,6.1082620517745525,189.4747952515527
245,324.0899963378906,2010.760009765625,6.204326059077866,160.7559430070783
246,320.4800109863281,2019.97998046875,6.302982748446435,127.27294692697572
247,327.9800109863281,2080.0,6.341849900379158,117.66107939794031
248,332.8900146484375,2047.8299560546875,6.151671320683453,182.8316848007244
249,333.42999267578125,2006.800048828125,6.018654868818253,227.49083129131353
250,327.6000061035156,1965.68994140625,6.000274434626011,229.4170921391042
251,323.3399963378906,1938.550048828125,5.9953920665055564,227.92508874435683
