,crm,adbe,Ratio,Spread
171,180.00999450683594,405.6499938964844,2.2534859523096076,-6.229859838572943
172,173.91000366210938,403.92999267578125,2.322638055143618,-18.120602351285676
173,165.22999572753906,381.0199890136719,2.305997693312092,-14.57806441309382
174,160.2100067138672,375.260009765625,2.342300693088629,-20.019050174481016
175,159.6699981689453,375.07000732421875,2.3490324520913486,-21.033954118326257
176,156.1199951171875,373.44000244140625,2.3920062395665145,-27.32497453214851
177,153.52999877929688,370.5299987792969,2.413404557580586,-30.193959285405334
178,153.69000244140625,368.1400146484375,2.3953413286514165,-27.446963333247687
179,151.72000122070312,368.29998779296875,2.427497922684646,-32.00254664376573
180,153.27999877929688,379.7200012207031,2.47729647863222,-39.941779930144754
181,156.89999389648438,383.6300048828125,2.4450606743548664,-35.77458690287708
182,162.58999633789062,394.7799987792969,2.428070654229394,-34.22863304405585
183,165.6300048828125,396.3599853515625,2.393044579283792,-29.02553119773868
184,158.10000610351562,368.3900146484375,2.330107529579948,-17.857042055286037
185,160.27999877929688,371.5199890136719,2.3179435478112853,-16.122858029785654
186,154.77999877929688,309.1300048828125,1.997221910588109,33.99512562774472
187,151.50999450683594,299.5,1.976767281755046,36.32885887793386
188,152.8300018310547,296.05999755859375,1.9371850684518874,42.71415777526922
189,149.8000030517578,291.05999755859375,1.9429905983248132,40.9534038745933
190,147.6300048828125,286.29998779296875,1.9393075819528107,40.87155572086922
191,150.14999389648438,287.05999755859375,1.9118215732762345,45.73432893134699
192,147.00999450683594,284.55999755859375,1.9356506917314507,41.22813365934362
193,146.32000732421875,276.9599914550781,1.8928374630366491,47.2885901207376
194,148.88999938964844,277.57000732421875,1.8642622638328574,52.41292767767063
195,150.1699981689453,281.3999938964844,1.873876255761166,51.438967582748965
196,146.80999755859375,278.25,1.895306890724161,47.09188346457514
197,143.83999633789062,275.20001220703125,1.913237063497738,43.51498827822453
198,147.89999389648438,285.239990234375,1.9286004192401474,42.53397242556749
199,155.72999572753906,294.9700012207031,1.8941116632198114,50.27483165321578
200,156.22999572753906,297.3800048828125,1.903475728191373,48.980464397772685
201,155.4600067138672,298.4100036621094,1.9195290799861449,46.232410065705004
202,150.2899932861328,288.7699890136719,1.9214186034587877,44.33671430827459
203,145.63999938964844,285.7200012207031,1.961823691417916,37.01129713785544
204,142.57000732421875,284.8299865722656,1.997825432698009,31.051321953553064
205,142.2899932861328,286.1499938964844,2.011033856197193,29.106526918801727
206,145.44000244140625,294.739990234375,2.0265400528518116,27.54506037082134
207,142.22000122070312,287.94000244140625,2.024609759316262,27.160346981137558
208,147.17999267578125,293.5,1.9941569140212085,32.667443510621375
209,153.52999877929688,292.9800109863281,1.9082916258437157,47.356028507563416
210,153.6699981689453,299.8299865722656,1.9511289786223043,40.81842975363164
211,157.5,302.3800048828125,1.919873046875,46.81419040373091
212,160.1699981689453,306.3699951171875,1.9127801624498506,48.781694495371276
213,160.64999389648438,316.2200012207031,1.968378544878508,40.00268980922933
214,165.27000427246094,323.7900085449219,1.9591577429327582,42.74118603424139
215,159.91000366210938,320.4800109863281,2.004127344424955,34.091559951511805
216,159.75,318.6499938964844,1.9946791480218113,35.56456522005728
217,163.02000427246094,325.67999267578125,1.99779158471534,35.83083807338377
218,162.58999633789062,318.5,1.9589151065487507,42.05136573524103
219,159.82000732421875,316.0199890136719,1.9773493588482833,38.35077554213321
220,150.00999450683594,301.2200012207031,2.007999548369936,31.261948437231887
221,146.3300018310547,285.92999267578125,1.9540079894613938,38.34088937142021
222,139.77000427246094,285.75,2.044430072728428,23.883737839183333
223,144.58999633789062,299.5400085449219,2.0716509864550408,20.8484465503333
224,147.10000610351562,302.1700134277344,2.0541808354181477,23.818958218759086
225,142.05999755859375,298.8699951171875,2.1038293696571144,15.873342484058035
226,156.3000030517578,329.95001220703125,2.1110045154494994,16.566662512817366
227,157.72999572753906,341.1499938964844,2.1628732843293985,8.557384604099603
228,158.66000366210938,340.3699951171875,2.1452791331207655,11.41248480398675
229,162.07000732421875,345.9599914550781,2.1346330340011033,13.43113693072521
230,155.1199951171875,338.4100036621094,2.181601433177283,5.473751433815798
231,149.69000244140625,337.8299865722656,2.256864059471866,-6.062026510405965
232,148.0399932861328,330.8599853515625,2.2349365060566697,-2.773645859614285
233,144.85000610351562,321.489990234375,2.2194682546621736,-0.5213824178797859
234,149.25,330.8800048828125,2.2169514565012562,-0.09381030626256237
235,152.24000549316406,335.7799987792969,2.2055963390934994,1.6777137658649712
236,153.35000610351562,334.29998779296875,2.179980270540757,5.634438936853107
237,153.69000244140625,328.9700012207031,2.1404775586891005,11.723050094486688
238,151.67999267578125,326.7799987792969,2.1544041044213067,9.428172391320992
239,160.25,344.92999267578125,2.152449252266966,10.40020284742669
240,147.0,344.1099853515625,2.340884254092262,-18.344154605010807
241,144.55999755859375,341.5299987792969,2.3625484542559314,-21.20847914471998
242,133.92999267578125,334.0899963378906,2.494512167611763,-37.4869176039255
243,133.27000427246094,331.1499938964844,2.484805157051485,-36.01952934396261
244,130.47999572753906,326.67999267578125,2.5036787505567974,-37.774798338509164
245,130.1300048828125,332.5799865722656,2.5557517412818647,-44.45571729174717
246,131.11000061035156,330.6400146484375,2.5218519800871118,-40.32910754387908
247,133.11000061035156,338.1700134277344,2.5405304776284097,-43.39656069651088
248,135.6199951171875,342.4599914550781,2.525143812010632,-42.086056219137596
249,134.75,339.9200134277344,2.5225975022466374,-41.487274644506364
250,130.44000244140625,328.7099914550781,2.520009086957315,-39.894033049869996
251,128.27000427246094,338.5400085449219,2.6392765047845645,-54.56590805906283
