,amat,asml,Ratio,Spread
171,101.23350524902344,523.8624877929688,5.174793528134029,-10.182803935596777
172,104.74495697021484,538.1195068359375,5.137426396470396,-6.444229533632092
173,98.56002044677734,508.4090270996094,5.158369740539487,-8.430498605440103
174,96.30550384521484,498.37921142578125,5.174981610882713,-9.954697452650631
175,94.2904052734375,491.539794921875,5.213041491299501,-13.442318746338625
176,93.84149932861328,488.46905517578125,5.205256295674315,-12.672145694446609
177,91.58699035644531,468.5091857910156,5.11545563368373,-4.266251731368977
178,91.01837158203125,465.787353515625,5.117509195336782,-4.458494061577649
179,90.07068634033203,468.5091857910156,5.201572285357679,-12.037052180715985
180,91.71668243408203,475.2488708496094,5.1817058602307915,-10.341286927885957
181,93.56218719482422,481.3006591796875,5.144179220366843,-6.935176926462243
182,96.27558135986328,499.495849609375,5.1881883500898995,-11.22468328958075
183,96.06608581542969,503.4140625,5.240289101267244,-16.21652525031379
184,90.17044067382812,469.6856384277344,5.208864844375327,-12.702280807395649
185,90.41983032226562,476.66461181640625,5.2716822196803985,-18.403174621294564
186,88.70401000976562,464.2519836425781,5.233720364969606,-14.78383401624222
187,88.65413665771484,465.84716796875,5.25465799489246,-16.63461079775828
188,89.50206756591797,469.6955871582031,5.247874154552619,-16.13752815350278
189,87.90596008300781,460.57305908203125,5.2393837533555345,-15.194779734709126
190,86.87845611572266,453.55419921875,5.220560073197122,-13.441703121908116
191,84.83343505859375,439.71588134765625,5.183285116816832,-10.083770701745035
192,84.08525848388672,434.8305969238281,5.171305943088167,-9.032764101586505
193,82.73854064941406,429.5165710449219,5.1912514732995065,-10.620438305285457
194,83.94560241699219,431.9891357421875,5.146060345083004,-6.907016534000543
195,85.79110717773438,439.9053039550781,5.127632903066766,-5.365286415389273
196,84.2149429321289,426.49566650390625,5.064370427082408,-0.03322291893851581
197,81.73099517822266,414.1029968261719,5.06665795422139,-0.3703634356572776
198,86.04049682617188,430.38397216796875,5.002109332742186,5.434124946493061
199,89.19282531738281,463.7135925292969,5.199001050580283,-11.740347505392887
200,89.00328826904297,467.8810729980469,5.256896482113288,-16.87917314289245
201,87.90596008300781,460.7525329589844,5.241425411017696,-15.374253611662251
202,82.39936065673828,432.95623779296875,5.254364042903085,-15.798344886166486
203,78.99765014648438,420.6233825683594,5.324504992090304,-20.898678046421534
204,76.11466979980469,398.36041259765625,5.233687719403053,-13.410492509029151
205,75.82537078857422,397.13409423828125,5.237483049646011,-13.666782427793404
206,79.22708892822266,404.182861328125,5.101574054983926,-3.282322033422015
207,74.63825988769531,377.99176025390625,5.064316354945208,-0.6081901099611811
208,74.22926330566406,391.0424499511719,5.268036250621571,-15.754917798062248
209,75.04727172851562,397.7921142578125,5.30055397212613,-18.312427924330617
210,77.07233428955078,422.7469482421875,5.4850673998529995,-32.88916035913348
211,78.46894073486328,435.9571838378906,5.5557929004156605,-38.94202521818578
212,82.21980285644531,460.8422546386719,5.605003157734352,-44.604564949939906
213,84.73368072509766,471.5500183105469,5.565083615810358,-42.429131674674686
214,87.31739044189453,484.5508728027344,5.549305474551251,-42.188912863019304
215,87.9259033203125,482.6366271972656,5.4891290162698585,-37.15614214728634
216,86.32979583740234,472.9856872558594,5.478823188076376,-35.68498186325831
217,89.50206756591797,487.7113342285156,5.449162767880394,-34.15327522381528
218,88.07554626464844,471.0016784667969,5.347700904988272,-24.754298752733003
219,89.5718994140625,473.9527893066406,5.29131114118399,-20.036853945237564
220,87.54682922363281,444.989990234375,5.082879576342809,-1.4521955218947893
221,86.09037780761719,439.9200134277344,5.109978892307878,-3.8462847585777196
222,91.47725677490234,468.760009765625,5.124333919622235,-5.079441666696648
223,94.80915069580078,483.3900146484375,5.0985586422919775,-2.634056322646013
224,97.2232666015625,503.5899963378906,5.179727177874903,-10.462104174348664
225,94.15074920654297,489.4599914550781,5.198683978407081,-12.078228893596414
226,104.53546142578125,560.7899780273438,5.364590832418116,-30.188329795146384
227,110.26152038574219,576.4400024414062,5.2279344636712,-16.493274946603034
228,107.34861755371094,577.8200073242188,5.382649730306136,-32.80141191606264
229,110.19168853759766,597.469970703125,5.4220965177356995,-37.8811195650245
230,103.96685028076172,576.7000122070312,5.546960503753428,-49.01239948108252
231,104.1962890625,589.030029296875,5.653080686429797,-60.166581798161126
232,104.4456787109375,593.1599731445312,5.6791241194971125,-63.0184460710443
233,104.88461303710938,580.2899780273438,5.532651179463574,-47.89898711098362
234,106.77999877929688,596.2100219726562,5.583536512347787,-54.105501170099494
235,107.66999816894531,603.8499755859375,5.608340167689375,-57.18435913006555
236,105.81999969482422,591.8400268554688,5.592893862807451,-54.65533824864462
237,103.47000122070312,583.3400268554688,5.637769594794876,-58.19868114334587
238,103.25,578.8200073242188,5.606004913551756,-54.80613048807947
239,109.5999984741211,608.1199951171875,5.548540178682371,-51.563455021119005
240,107.01000213623047,611.260009765625,5.712176409336508,-67.97676083835336
241,106.70999908447266,605.7100219726562,5.6762255380882385,-63.964237712516926
242,106.43000030517578,600.7899780273438,5.644930717886382,-60.47913993687427
243,104.70999908447266,593.0499877929688,5.663737875831111,-61.553863715443406
244,106.11000061035156,601.3499755859375,5.667231854932934,-62.67908156071223
245,108.61000061035156,606.8900146484375,5.587791282919808,-55.40704539494481
246,107.33999633789062,597.7000122070312,5.568287987690618,-52.72559906513481
247,109.37000274658203,609.989990234375,5.577306161797989,-54.6121391636708
248,111.87000274658203,628.27001953125,5.616072263397219,-60.080093232278266
249,109.63999938964844,615.8599853515625,5.617110441262081,-59.09844735991964
250,104.55999755859375,586.3400268554688,5.607689752736396,-55.61263511150957
251,104.7300033569336,574.3200073242188,5.483815419797714,-42.72136474923092
