,goog,nflx,Ratio,Spread
52,132.1219940185547,361.7300109863281,2.7378485593816286,-33.847057366240904
53,126.4645004272461,350.260009765625,2.7696310710302967,-36.524154217753505
54,127.27850341796875,341.760009765625,2.685135357408488,-25.988662713437574
55,133.86599731445312,358.7900085449219,2.6802176485647737,-26.546009655027145
56,132.6820068359375,356.7699890136719,2.68891010560928,-27.48667035183126
57,130.47549438476562,340.32000732421875,2.6083059422686095,-16.554281840433017
58,126.74099731445312,331.010009765625,2.611704316515408,-16.582747587441187
59,129.66050720214844,343.75,2.651154213549954,-22.02222708549277
60,133.6905059814453,357.5299987792969,2.6743110601205884,-25.724832573667012
61,134.60049438476562,371.3999938964844,2.759276595484186,-37.31931557960286
62,136.80149841308594,380.6000061035156,2.7821333137321016,-41.015508941160704
63,136.47850036621094,374.5899963378906,2.744681362505877,-35.81318635582602
64,140.27749633789062,382.9200134277344,2.7297323050689712,-34.64345453391297
65,138.5034942626953,374.489990234375,2.7038306306127655,-30.64949139666356
66,141.31199645996094,375.7099914550781,2.658726795085165,-24.84656711519926
67,141.52149963378906,373.8500061035156,2.641648138769841,-22.462699252989236
68,141.9499969482422,378.510009765625,2.6665024156614625,-26.051204833233836
69,143.25,391.82000732421875,2.7352182012161865,-36.11042174655182
70,142.64450073242188,381.4700012207031,2.6742706466916624,-27.274523857713174
71,139.64950561523438,374.5899963378906,2.6823581987462948,-27.88378767045003
72,140.6999969482422,373.4700012207031,2.654371068380958,-24.136939571068236
73,143.6425018310547,391.5,2.7255164384456574,-34.80892645282211
74,141.06300354003906,380.1499938964844,2.6948950777769545,-29.90919991412522
75,137.17599487304688,368.3500061035156,2.685236629371012,-27.829045105849556
76,136.46499633789062,362.1499938964844,2.6537940396069937,-23.406952015069688
77,134.010498046875,355.8800048828125,2.655612881599251,-23.27466823794094
78,129.79649353027344,348.0,2.681120194659444,-25.93218040414609
79,128.37449645996094,344.1000061035156,2.680438993665988,-25.588024740164425
80,130.28599548339844,350.42999267578125,2.6896980859346042,-27.138127126426067
81,127.25299835205078,341.1300048828125,2.6807227279553913,-25.42243566140058
82,127.96099853515625,337.8599853515625,2.6403356430415648,-20.381994676924872
83,130.531005859375,348.6099853515625,2.6707063433429035,-24.705448172675855
84,128.24549865722656,226.19000244140625,1.763726639996659,91.99940770963508
85,124.9375,218.22000122070312,1.7466333264288394,91.69744526458402
86,119.61399841308594,215.52000427246094,1.8017958360372204,81.08552275199486
87,123.25,209.91000366210938,1.7031237619643762,95.78768939145675
88,119.50599670410156,198.39999389648438,1.6601676850386462,97.93546463486416
89,115.02050018310547,188.5399932861328,1.639185997156932,96.57905674895147
90,119.4114990234375,199.52000427246094,1.6708608961796898,96.5791538664302
91,114.96649932861328,190.36000061035156,1.6557867006651916,94.62401517817909
92,117.15699768066406,199.4600067138672,1.7025018621383352,91.00155748251262
93,118.12950134277344,199.8699951171875,1.6919566479606962,93.02340651062775
94,122.57499694824219,204.00999450683594,1.6643687504473692,99.99978954283256
95,116.74649810791016,188.32000732421875,1.6130677183152198,101.11506384647316
96,115.66000366210938,180.97000122070312,1.5646722764196965,105.74818777741774
97,113.08399963378906,173.10000610351562,1.5307205852647787,107.17664106430493
98,114.58450317382812,177.66000366210938,1.5504714751225463,106.3687945945345
99,113.96099853515625,166.3699951171875,1.4598853753098997,116.09967079057958
100,113.16100311279297,174.30999755859375,1.5403716188769612,106.15920409502309
101,116.5155029296875,187.63999938964844,1.6104294679385434,101.21744647970064
102,114.7925033569336,186.50999450683594,1.624757619640939,98.03892788993113
103,116.70149993896484,190.55999755859375,1.6328838760277895,98.7625514326445
104,112.4010009765625,177.19000244140625,1.5764094705736058,101.37874195444834
105,110.74549865722656,183.47999572753906,1.6567715884817709,90.94900846491407
106,109.31300354003906,186.35000610351562,1.704737771982082,84.4969084968335
107,111.66649627685547,187.44000244140625,1.6785697473366141,89.29204344943855
108,105.9260025024414,180.33999633789062,1.7025092241513986,82.03740166889094
109,105.8395004272461,187.8300018310547,1.7746682578133364,74.33108955133787
110,108.2959976196289,191.39999389648438,1.7673782790084633,76.9038011644684
111,112.79900360107422,195.19000244140625,1.7304231084497577,84.37398517851784
112,114.03900146484375,197.44000244140625,1.7313375240511342,85.22471717316563
113,114.13700103759766,192.91000366210938,1.6901618397925424,89.99977315746133
114,117.74600219726562,205.08999633789062,1.7418000824715334,86.84442938751357
115,114.56400299072266,198.97999572753906,1.7368456978903957,84.99753988139508
116,117.010498046875,197.13999938964844,1.6848060873193886,92.95522860973745
117,117.22949981689453,198.61000061035156,1.694198140575269,92.03286203827457
118,117.23799896240234,202.8300018310547,1.7300704859019411,87.8341137351556
119,114.91799926757812,192.77000427246094,1.6774570171867518,92.09273252407456
120,111.42749786376953,182.94000244140625,1.6417850705493486,93.19440530200433
121,106.87650299072266,169.69000244140625,1.5877203846774073,95.06421197857662
122,107.19400024414062,167.5399932861328,1.5629605472745736,98.0081530595819
123,110.3905029296875,180.11000061035156,1.63157151956334,93.43130317349164
124,106.63600158691406,173.35000610351562,1.6256236498348644,90.80281179850874
125,107.8655014038086,175.50999450683594,1.627118886230282,91.71730403023497
126,112.01499938964844,170.91000366210938,1.525777838623133,106.6935072398013
127,112.03399658203125,178.88999938964844,1.5967474592291746,98.76101578944764
128,112.68450164794922,181.7100067138672,1.612555445127393,97.56765793738253
129,118.53800201416016,190.85000610351562,1.6100322500856503,103.06489010797043
130,116.62249755859375,189.13999938964844,1.621814001150338,99.98499667377644
131,112.57150268554688,179.60000610351562,1.5954304759100864,99.39509394958407
132,112.25650024414062,178.36000061035156,1.588861226053244,99.8474060305262
133,109.37249755859375,174.8699951171875,1.5988479647134783,96.12568990625084
134,109.08100128173828,179.9499969482422,1.6496914662844078,90.31677405173258
135,113.88700103759766,185.8800048828125,1.6321441708825726,96.40462328020698
136,115.2135009765625,184.05999755859375,1.5975558072489826,101.54166922346252
137,119.30599975585938,189.27000427246094,1.5864248626202513,106.56534296485574
138,120.16850280761719,186.97999572753906,1.555981736968823,111.01212200608865
139,116.52249908447266,177.33999633789062,1.5219378036968507,111.53494407851832
140,114.84950256347656,174.4499969482422,1.5189442971407283,110.24145735810419
141,112.18699645996094,176.55999755859375,1.5738009139197096,101.47360829306336
142,111.44000244140625,174.77999877929688,1.5683775569835796,101.38567784375505
143,112.76699829101562,189.11000061035156,1.676997734056191,90.37395470322997
144,109.91000366210938,190.9199981689453,1.7370575180388563,81.41977172849658
145,114.62000274658203,201.6300048828125,1.759117082980746,82.48756341469237
146,114.69999694824219,216.44000244140625,1.887009661727138,67.87759892689758
147,115.04000091552734,223.8800048828125,1.9461057293211013,61.287808578973
148,108.36000061035156,220.44000244140625,2.0343300221460847,48.02383815420865
149,108.20999908447266,218.50999450683594,2.019314262596556,49.5787530792436
150,105.44000244140625,213.91000366210938,2.028736710063912,47.25210520371235
151,113.5999984741211,226.75,1.996038759205224,54.81695109508291
152,114.58999633789062,226.02000427246094,1.9724235229574274,58.02253016071853
153,116.63999938964844,224.89999389648438,1.928154964620514,64.26876715162462
154,115.4800033569336,226.2100067138672,1.9588673375309977,60.058074488415855
155,115.9000015258789,221.4199981689453,1.9104399935620813,65.89832819761835
156,118.77999877929688,226.72999572753906,1.9088230178282983,67.79003629440683
157,118.87000274658203,229.91000366210938,1.934129707662686,64.8350917967669
158,118.22000122070312,226.77999877929688,1.9182879076098531,66.33970635694158
159,118.13999938964844,233.49000549316406,1.9763840079520325,59.429647494252436
160,117.5,229.94000244140625,1.9569361909906915,61.37927151148091
161,120.6500015258789,244.11000061035156,2.0232904892089123,55.08615023068603
162,119.81999969482422,242.6999969482422,2.025538287150621,54.4206557743197
163,122.6500015258789,249.3000030517578,2.032613126377793,54.897337041689866
164,122.87999725341797,249.11000061035156,2.0272624200715668,55.66246556343043
165,122.51000213623047,245.69000244140625,2.0054689262693857,58.157255930614554
166,120.31999969482422,241.14999389648438,2.00423865116464,57.22095613918003
167,120.86000061035156,245.1699981689453,2.0285453990635403,54.55127525423262
168,118.12000274658203,241.16000366210938,2.041652540251805,51.70964582711315
169,115.06999969482422,226.5399932861328,1.9687146422780641,58.70283496195515
170,114.7699966430664,224.5500030517578,1.9565218229473873,59.94263917725948
171,114.69999694824219,229.61000061035156,2.0018309217040517,54.707600757952264
172,117.69999694824219,233.97999572753906,1.9879354443010755,57.83938951937989
173,111.30000305175781,223.27999877929688,2.0061095476831663,52.53559612232817
174,110.33999633789062,224.57000732421875,2.0352548013190543,48.84499994758926
175,109.91000366210938,220.64999389648438,2.0075515107325193,51.68977600095752
176,109.1500015258789,223.55999755859375,2.0481905124443704,46.879315081085906
177,110.55000305175781,230.0399932861328,2.0808682671716583,43.90015564583848
178,108.68000030517578,226.11000061035156,2.08051159344341,43.15402950252803
179,107.4800033569336,218.38999938964844,2.0319128448888346,47.87332480299432
180,110.4800033569336,228.9600067138672,2.0724112939619848,44.8051013573907
181,109.41999816894531,227.44000244140625,2.0785962917878793,43.67446235301867
182,111.77999877929688,233.57000732421875,2.0895509919032045,43.4458623142919
183,111.87000274658203,236.52999877929688,2.1143290692063883,40.71093429614416
184,105.30999755859375,218.1300048828125,2.0713133599822418,42.70701447166783
185,105.87000274658203,224.1199951171875,2.116935763699346,38.11737020102328
186,103.9000015258789,235.3800048828125,2.2654475594419043,21.931185969290713
187,103.62999725341797,240.1300048828125,2.3171862515406216,16.50601473652245
188,103.8499984741211,243.6300048828125,2.345979860014383,13.556148606771277
189,101.83000183105469,242.85000610351562,2.3848571318541865,9.284954635464064
190,100.01000213623047,236.8699951171875,2.3684630542706184,10.713884165219927
191,100.56999969482422,237.0500030517578,2.357064768530147,11.934203116357086
192,99.16999816894531,226.41000366210938,2.2830493883482674,19.073366213713857
193,98.80999755859375,224.07000732421875,2.267685587092,20.513146959928836
194,98.08999633789062,224.36000061035156,2.2872872768543964,18.42272249044473
195,100.73999786376953,245.1999969482422,2.433988506529706,4.209305727602047
196,98.08999633789062,239.7100067138672,2.44377628365015,3.072716386929105
197,96.1500015258789,235.44000244140625,2.4486739334896135,2.4915800576078797
198,99.30000305175781,239.0399932861328,2.4072506136937255,6.76846610103178
199,102.41000366210938,240.74000549316406,2.3507469669414274,12.845304707740073
200,102.22000122070312,236.72999572753906,2.3158872324450037,16.380195389418734
201,102.23999786376953,240.02000427246094,2.347613549369176,13.140190342690861
202,99.56999969482422,224.75,2.2572059926568704,21.733611541909855
203,98.70999908447266,229.97999572753906,2.3298551095186415,14.353102909592625
204,98.05000305175781,214.2899932861328,2.1855174565676987,28.392722818275477
205,98.30000305175781,220.8699951171875,2.2468971338779413,22.43786964377205
206,99.70999908447266,232.50999450683594,2.3318623672823158,14.323698756500793
207,97.18000030517578,230.0,2.3667421205775634,10.507191911521634
208,100.77999877929688,245.10000610351562,2.432030254736084,4.409322646739586
209,101.38999938964844,240.86000061035156,2.3755794660251524,10.174692388130556
210,100.29000091552734,272.3800048828125,2.7159238448131413,-24.09596215755135
211,100.52999877929688,268.1600036621094,2.6674625178383486,-19.275823568405425
212,101.4800033569336,289.57000732421875,2.8534686415580803,-38.31025088880625
213,102.97000122070312,282.45001220703125,2.7430320370846215,-27.46437512041967
214,104.93000030517578,291.0199890136719,2.773467913535468,-31.13318874906116
215,94.81999969482422,298.6199951171875,3.1493355418507534,-64.01420804975157
216,92.5999984741211,296.94000244140625,3.2066955435684164,-67.88553849662921
217,96.58000183105469,295.7200012207031,3.061917535868344,-56.713162269299914
218,94.66000366210938,291.8800048828125,3.08345651374242,-57.67430303499745
219,90.5,286.75,3.1685082872928176,-62.94678095464894
220,87.06999969482422,273.0,3.1354083031681483,-57.773821285653156
221,83.48999786376953,269.05999755859375,3.2226614497896913,-62.78595218478645
222,86.69999694824219,260.7900085449219,3.0079586819432906,-46.489056710359165
223,88.6500015258789,258.6000061035156,2.9170896971504794,-39.42288330103929
224,88.91000366210938,263.4599914550781,2.9632210167971955,-43.632708707942044
225,87.4000015258789,254.66000366210938,2.913729968147715,-38.608624142389345
226,94.16999816894531,274.9700012207031,2.919932107542301,-41.98960447590508
227,96.7300033569336,290.1300048828125,2.9993796631251333,-50.74807292187393
228,96.02999877929688,299.2699890136719,3.1164218766833054,-61.63848473789062
229,98.72000122070312,310.20001220703125,3.142220506192391,-65.84190228179108
230,98.98999786376953,306.0199890136719,3.0914233318281097,-60.98672693368647
231,98.5,295.2799987792969,2.997766485069004,-51.4720227243055
232,97.80000305175781,287.9800109863281,2.9445807975478595,-45.9224435384711
233,95.83000183105469,285.04998779296875,2.97453806059091,-47.91859481121932
234,97.33000183105469,286.69000244140625,2.9455460500149013,-45.80771752034926
235,98.81999969482422,291.5,2.9498077403380885,-46.89183442774393
236,97.5999984741211,285.5400085449219,2.925614887387868,-43.98257146911962
237,96.25,281.1700134277344,2.921246892755682,-42.98837528170435
238,95.44000244140625,280.9599914550781,2.943838896353431,-44.80382885130683
239,101.44999694824219,305.5299987792969,3.011631424051913,-54.34527620820981
240,101.27999877929688,316.95001220703125,3.1294432862080614,-66.19038614367355
241,100.83000183105469,320.4100036621094,3.17772486207995,-70.77563754933473
242,99.87000274658203,312.5899963378906,3.1299688368997143,-65.35619877691008
243,97.30999755859375,305.55999755859375,3.1400678781705382,-64.72773521375373
244,95.1500015258789,308.4200134277344,3.2414083918206797,-72.98902555492529
245,93.94999694824219,310.260009765625,3.302395102115328,-77.82974689107573
246,93.06999969482422,320.010009765625,3.43837983039578,-89.7802632940479
247,93.55999755859375,315.17999267578125,3.36874733754021,-83.72496017921011
248,95.8499984741211,320.3399963378906,3.3420970416017317,-83.1585998579472
249,95.30999755859375,317.8299865722656,3.334697248070678,-81.99891347983566
250,91.19999694824219,290.4100036621094,3.1843203221478484,-64.85637600962397
251,90.86000061035156,290.7099914550781,3.199537634847406,-66.00655681805142
