,t,nflx,Ratio,Spread
51,17.261661529541016,368.07000732421875,21.32297674208919,-98.37181024811305
52,17.232784271240234,361.7300109863281,20.990804810921862,-92.51074064757172
53,17.01620101928711,350.260009765625,20.583913493300933,-84.63275322340014
54,16.604692459106445,341.760009765625,20.58213427362787,-82.95758576345129
55,16.792396545410156,358.7900085449219,21.36621819135098,-96.8745291167718
56,16.74186134338379,356.7699890136719,21.31005517822328,-95.6926313758831
57,16.74186134338379,340.32000732421875,20.327489300268855,-79.24264968642997
58,16.525279998779297,331.010009765625,20.030523524568196,-73.52463429116189
59,16.669668197631836,343.75,20.621286274242376,-83.86995920558446
60,16.74186134338379,357.5299987792969,21.3554509529246,-96.4526411415081
61,16.74186134338379,371.3999938964844,22.183912904239754,-110.3226362586956
62,16.763519287109375,380.6000061035156,22.70406348362573,-119.16345341271484
63,16.720203399658203,374.5899963378906,22.40343537600434,-113.87183375311379
64,16.756301879882812,382.9200134277344,22.85229856639539,-121.60316078806501
65,16.756301879882812,374.489990234375,22.349202880140165,-113.17313759470564
66,16.84293556213379,375.7099914550781,22.306681045538618,-112.95632697015499
67,17.211124420166016,373.8500061035156,21.721416740528653,-104.9899624509771
68,17.232784271240234,378.510009765625,21.96453015415041,-109.2907394268686
69,17.319416046142578,391.82000732421875,22.62316502359708,-121.16395677341445
70,17.42770767211914,381.4700012207031,21.888707820764008,-109.01794377163306
71,17.05951499938965,374.5899963378906,21.957833874602684,-108.2443813228477
72,17.312198638916016,373.4700012207031,21.57264995684497,-102.93365072103025
73,17.456586837768555,391.5,22.4270645595485,-118.5689841803747
74,17.247220993041992,380.1499938964844,22.041231688852797,-110.6912918222592
75,17.348295211791992,368.3500061035156,21.23263419296327,-97.2149971821561
76,17.131710052490234,362.1499938964844,21.139161985982998,-94.60703040486233
77,17.42770767211914,355.8800048828125,20.42035657117141,-83.42794743374243
78,18.763389587402344,348.0,18.546755551760523,-53.39577785578838
79,18.69647979736328,344.1000061035156,18.404534427493843,-50.605476822330004
80,18.830289840698242,350.42999267578125,18.60990965303097,-54.71623583457314
81,18.946645736694336,341.1300048828125,18.00477032312582,-43.486495948786924
82,18.86907386779785,337.8599853515625,17.905488510920385,-41.50299890155249
83,18.898164749145508,348.6099853515625,18.44676401010448,-51.770529245142214
84,18.83998680114746,226.19000244140625,12.00584718178412,69.68457761860525
85,19.596298217773438,218.22000122070312,11.135776706173113,90.19793580941614
86,18.92725372314453,215.52000427246094,11.386755174572412,81.80188985716369
87,18.917556762695312,209.91000366210938,11.096041962249785,87.2510672487118
88,18.713932037353516,198.39999389648438,10.601726750982776,95.38397921870033
89,18.490917205810547,188.5399932861328,10.196357010721265,101.54529886222035
90,18.830289840698242,199.52000427246094,10.595694806631961,96.19375256874717
91,18.287294387817383,190.36000061035156,10.409413036909683,96.348225375571
92,18.539400100708008,199.4600067138672,10.758708784015614,91.4293698952972
93,18.743022918701172,199.8699951171875,10.663701153444347,94.39644765440748
94,19.344196319580078,204.00999450683594,10.546315346290104,100.22685516645332
95,19.344196319580078,188.32000732421875,9.735220022224567,115.9168423490705
96,19.42176628112793,180.97000122070312,9.317896148124856,124.55333930339582
97,18.956340789794922,173.10000610351562,9.13150950507829,124.70429441610746
98,18.772111892700195,177.66000366210938,9.464039244896842,117.08887713269
99,18.83998680114746,166.3699951171875,8.830685332914067,129.504584942824
100,19.121177673339844,174.30999755859375,9.116070178126613,126.22810788145215
101,19.23753547668457,187.63999938964844,9.75384812763899,114.82788977642086
102,19.664173126220703,186.50999450683594,9.484761617468614,123.0336417884955
103,19.94536781311035,190.55999755859375,9.554097941143816,123.64722738318385
104,19.615692138671875,177.19000244140625,9.033074193292437,131.54958102631986
105,19.596298217773438,183.47999572753906,9.362992626899631,124.9379413025802
106,19.78053092956543,186.35000610351562,9.420879892813355,125.12341391783922
107,20.110206604003906,187.44000244140625,9.32064031625052,129.5010590540001
108,20.517452239990234,180.33999633789062,8.789590161023641,143.35519748237692
109,20.653200149536133,187.8300018310547,9.094474486815706,138.11655888643128
110,20.67259407043457,191.39999389648438,9.258634559569854,134.86821325860842
111,20.643505096435547,195.19000244140625,9.455274263240748,130.5957666904822
112,20.643505096435547,197.44000244140625,9.564267381874876,128.3457666904822
113,20.57563018798828,192.91000366210938,9.375654689533015,131.7500662045669
114,20.546541213989258,205.08999633789062,9.98172851585617,119.08763550558125
115,20.26534652709961,198.97999572753906,9.818731471551956,120.53404746948665
116,20.304134368896484,197.13999938964844,9.70935257853905,123.01733668259094
117,20.498058319091797,198.61000061035156,9.689210437330404,124.76354677230908
118,20.410791397094727,202.8300018310547,9.937390367917116,119.09623148199289
119,20.245954513549805,192.77000427246094,9.521408543294301,126.42242412016383
120,20.061723709106445,182.94000244140625,9.118857636264119,133.19697459318888
121,19.159963607788086,169.69000244140625,8.856488765585711,131.49136424064744
122,18.859378814697266,167.5399932861328,8.8836432489265,128.65620157827965
123,18.849681854248047,180.11000061035156,9.555068462323208,115.9253710352575
124,18.38425636291504,173.35000610351562,9.42926396812,114.96632553761758
125,18.791501998901367,175.50999450683594,9.339859821588345,119.56046945915845
126,19.35388946533203,170.91000366210938,8.83078328871593,133.48760596357153
127,19.702960968017578,178.88999938964844,9.079345976476729,131.29692978089673
128,19.984153747558594,181.7100067138672,9.092704600316948,133.14047946991826
129,20.35261344909668,190.85000610351562,9.377174414521503,130.11135116312323
130,20.14899253845215,189.13999938964844,9.387069801564293,128.4443233477657
131,19.984153747558594,179.60000610351562,8.987120914512422,135.25048008026982
132,20.31382942199707,178.36000061035156,8.780225377752377,141.9581270474854
133,20.323524475097656,174.8699951171875,8.604314440217054,145.60892412624696
134,20.66289520263672,179.9499969482422,8.708847196073442,146.1573553548413
135,20.52714729309082,185.8800048828125,9.055325722019706,137.97598052305256
136,20.44957733154297,184.05999755859375,9.000674907577954,138.50949699646162
137,20.507755279541016,189.27000427246094,9.229191673711886,134.26436632900317
138,20.43701171875,186.97999572753906,9.149086877314538,135.38109926703697
139,20.299455642700195,177.33999633789062,8.736194677302253,142.7397434802723
140,20.240503311157227,174.4499969482422,8.618856669047338,144.65202374191597
141,20.093120574951172,176.55999755859375,8.78708694849022,140.09769367834662
142,19.9752140045166,174.77999877929688,8.749843618184883,139.92222256842803
143,20.21102523803711,189.11000061035156,9.356774254798658,129.50312888259833
144,20.171724319458008,190.9199981689453,9.46473366110702,127.04132911640333
145,20.43701171875,201.6300048828125,9.865924023414168,120.73109011176352
146,20.122596740722656,216.44000244140625,10.756067183088286,100.70654835953648
147,18.589820861816406,223.8800048828125,12.04315020284371,67.84559552435904
148,18.078895568847656,220.44000244140625,12.193222843836418,62.811947834508246
149,18.206626892089844,218.50999450683594,12.00167366541526,66.86036830189282
150,17.980640411376953,213.91000366210938,11.89668436541122,67.71239364499324
151,18.069068908691406,226.75,12.54906941502287,56.33897599910976
152,18.255754470825195,226.02000427246094,12.380753949866438,60.16513502067379
153,18.4522647857666,224.89999389648438,12.188205432103054,64.54425133427411
154,18.403135299682617,226.2100067138672,12.291927599845904,62.41943039927945
155,18.039594650268555,221.4199981689453,12.274111611795503,61.180149899368004
156,18.049419403076172,226.72999572753906,12.561622657452203,56.03309498437305
157,17.95116424560547,229.91000366210938,12.807526047698687,51.22353408099086
158,18.029767990112305,226.77999877929688,12.578087466442451,55.65717501221171
159,17.685874938964844,233.49000549316406,13.202061322889252,43.24373290750292
160,17.784130096435547,229.94000244140625,12.929505193368602,48.42328892807261
161,17.695701599121094,244.11000061035156,13.794875509342674,32.78671206712015
162,17.725177764892578,242.6999969482422,13.692387188857795,34.685575293231906
163,17.95116424560547,249.3000030517578,13.887678795696365,31.833534691342425
164,18.069068908691406,249.11000061035156,13.786543283950127,33.9789753887582
165,18.245927810668945,245.69000244140625,13.465470486940317,40.33216257492374
166,18.098546981811523,241.14999389648438,13.324273718704193,42.427873299833706
167,18.10837173461914,245.1699981689453,13.539041596999875,38.570811670971565
168,18.10837173461914,241.16000366210938,13.317597363050902,42.5808061778075
169,17.81360626220703,226.5399932861328,12.717244894244422,52.31215764734843
170,17.744827270507812,224.5500030517578,12.654392157705786,53.16145447691393
171,17.695701599121094,229.61000061035156,12.975467478596936,47.28671206712015
172,17.77430534362793,233.97999572753906,13.163945999803625,44.220352998341
173,17.577795028686523,223.27999877929688,12.702389487129045,51.66124400895943
174,17.469715118408203,224.57000732421875,12.854817940767944,48.57873985162682
175,17.509016036987305,220.64999389648438,12.602078462340057,53.15055548696243
176,17.233903884887695,223.55999755859375,12.972104234295523,45.677841472026884
177,17.19460105895996,230.0399932861328,13.378617654304978,38.54601190368071
178,16.890012741088867,226.11000061035156,13.387201305081708,37.424434662633345
179,16.496992111206055,218.38999938964844,13.23817080819847,38.626224008088954
180,16.57559585571289,228.9600067138672,13.813078498469459,29.359852732278558
181,16.477340698242188,227.44000244140625,13.80319838052931,29.250304035927616
182,16.732803344726562,233.57000732421875,13.958809083705011,27.35712421874364
183,17.07669448852539,236.52999877929688,13.851041191738375,30.100536521301184
184,16.536293029785156,218.1300048828125,13.190985699752474,39.53802072252613
185,16.477340698242188,224.1199951171875,13.60170911202296,32.57031136014636
186,16.46751594543457,235.3800048828125,14.293595079108997,21.147358950922513
187,16.447864532470703,240.1300048828125,14.599463924861348,16.071442030518984
188,16.46751594543457,243.6300048828125,14.794581386171734,12.897358950922513
189,16.271005630493164,242.85000610351562,14.925322479662555,10.41825179259563
190,15.966415405273438,236.8699951171875,14.835514992235098,11.346661228889321
191,15.956589698791504,237.0500030517578,14.855931469473777,11.003694834117244
192,15.73060417175293,226.41000366210938,14.39296299049139,17.895744538742452
193,15.396537780761719,224.07000732421875,14.553272334004772,14.695279762596233
194,15.455490112304688,224.36000061035156,14.516524482891052,15.383005604468213
195,15.55374526977539,245.1999969482422,15.764691570764235,-3.827437764610533
196,15.258980751037598,239.7100067138672,15.70943765018952,-3.2260906200682307
197,15.072296142578125,235.44000244140625,15.620712346296434,-2.052233825029287
198,15.622523307800293,239.0399932861328,15.300984903429823,3.473243485705371
199,15.809207916259766,240.74000549316406,15.227834738359222,4.869378756096115
200,15.652000427246094,236.72999572753906,15.124584031792718,6.272116424904471
201,15.319999694824219,240.02000427246094,15.667102418647595,-2.5240944720629095
202,14.9399995803833,224.75,15.043507785308373,6.443642005237383
203,14.899999618530273,229.97999572753906,15.434899437280935,0.5502505001341724
204,14.8100004196167,214.2899932861328,14.469276651896198,14.74762430447338
205,14.630000114440918,220.8699951171875,15.097060382055096,5.182333566078643
206,15.119999885559082,232.50999450683594,15.377645255731997,1.6689364057414657
207,14.989999771118164,230.0,15.343562609196983,2.0228906813432737
208,15.3100004196167,245.10000610351562,16.009144309981146,-7.769933385056401
209,15.600000381469727,240.86000061035156,15.439743251317752,1.2796954495982966
210,15.539999961853027,272.3800048828125,17.527670884906055,-31.235410397510304
211,16.739999771118164,268.1600036621094,16.019116327873007,-7.113520033280462
212,17.100000381469727,289.57000732421875,16.93391817920711,-22.552945880709796
213,17.510000228881836,282.45001220703125,16.130782896344265,-8.633140089339246
214,17.690000534057617,291.0199890136719,16.451101199990728,-14.21782798863985
215,18.139999389648438,298.6199951171875,16.46196279849902,-14.354643457011274
216,18.030000686645508,296.94000244140625,16.46921747825247,-14.498969398777671
217,18.479999542236328,295.7200012207031,16.002164964605676,-5.815777542930345
218,18.229999542236328,291.8800048828125,16.010971596931082,-6.122008768966236
219,18.350000381469727,286.75,15.626702672418856,0.9981992631415899
220,18.43000030517578,273.0,14.812804963618593,16.07499081826983
221,18.170000076293945,269.05999755859375,14.807924954806754,15.702912797207762
222,18.31999969482422,260.7900085449219,14.235262712291446,26.46063202259437
223,18.360000610351562,258.6000061035156,14.08496718446263,29.31404605816771
224,18.56999969482422,263.4599914550781,14.187398803701058,27.936876676364637
225,18.3799991607666,254.66000366210938,13.855278307395086,33.58572266345156
226,18.84000015258789,274.9700012207031,14.595010562297306,20.904800271749696
227,19.049999237060547,290.1300048828125,15.229922126106088,9.22761257939975
228,19.059999465942383,299.2699890136719,15.701468908665317,0.2534813470821753
229,19.020000457763672,310.20001220703125,16.309148514263697,-11.339921807238408
230,18.93000030517578,306.0199890136719,16.165873432659208,-8.652543067549015
231,18.950000762939453,295.2799987792969,15.582057355732482,2.4191529639095286
232,18.969999313354492,287.9800109863281,15.180812936750929,10.050814920755887
233,18.84000015258789,285.04998779296875,15.130041692373014,10.824813699484071
234,19.0,286.69000244140625,15.088947496916118,11.838382161303105
235,19.09000015258789,291.5,15.269774629126102,8.521029056379337
236,19.1200008392334,285.5400085449219,14.934100209818316,14.978579207082806
237,18.81999969482422,281.1700134277344,14.939958447770875,14.373082267634903
238,19.010000228881836,280.9599914550781,14.77958906219351,17.734246046172974
239,19.280000686645508,305.5299987792969,15.84699107354936,-2.357827917035717
240,19.190000534057617,316.95001220703125,16.516414975837105,-15.27048579844013
241,19.020000457763672,320.4100036621094,16.845951416963448,-21.549913262316533
242,18.75,312.5899963378906,16.671466471354165,-18.207839299107786
243,19.170000076293945,305.55999755859375,15.939488593766681,-4.212176947086174
244,19.299999237060547,308.4200134277344,15.980312208276946,-4.916168401595609
245,19.1200008392334,310.260009765625,16.226987246202686,-9.74142201362032
246,19.09000015258789,320.010009765625,16.763227197892064,-19.988980709245663
247,19.299999237060547,315.17999267578125,16.330570214249615,-11.676147649642484
248,19.1200008392334,320.3399963378906,16.7541831734948,-19.821408585885944
249,18.899999618530273,317.8299865722656,16.81640174535523,-20.96009932176811
250,18.469999313354492,290.4100036621094,15.723335920869916,-0.6716328828783951
251,18.489999771118164,290.7099914550781,15.722552463693066,-0.6399148787636015
