,acn,adbe,Ratio,Spread
180,285.4904479980469,379.7200012207031,1.330062017427991,-2.9678417939193418
181,286.68511962890625,383.6300048828125,1.338158064776416,-5.295735687846695
182,289.2636413574219,394.7799987792969,1.364775735127721,-13.030980034097263
183,293.95281982421875,396.3599853515625,1.348379599109076,-8.401063512128156
184,280.27362060546875,368.3900146484375,1.314394176136209,1.4534735054039405
185,277.296875,371.5199890136719,1.3397914744393418,-5.618620332791601
186,272.6475524902344,309.1300048828125,1.1338081052236288,50.614242152149565
187,271.4727783203125,299.5,1.10324137047221,58.68848757635303
188,273.7626037597656,296.05999755859375,1.0814479168907771,65.16091759167304
189,269.0435791015625,291.05999755859375,1.0818321646275757,63.91148903307877
190,264.24493408203125,286.29998779296875,1.0834644334339094,62.316628587232266
191,261.1586608886719,287.05999755859375,1.0991785475610294,57.46945140223884
192,258.8290100097656,284.55999755859375,1.099413074090332,56.88428279459382
193,256.3998107910156,276.9599914550781,1.0801879712806048,61.26728791342894
194,255.20510864257812,277.57000732421875,1.087634996025739,59.075121861521076
195,260.7703552246094,281.3999938964844,1.079110367641698,62.615219881822135
196,257.1265563964844,278.25,1.0821519328829794,60.93971230128572
197,256.1608581542969,275.20001220703125,1.074324993248056,62.7108209590883
198,263.71728515625,285.239990234375,1.0816127963147089,62.677857967118406
199,273.0955505371094,294.9700012207031,1.0800981584671456,65.36753192550404
200,273.12542724609375,297.3800048828125,1.088803806665956,62.99709414233937
201,268.2769775390625,298.4100036621094,1.1123205815104256,55.54626854846797
202,258.5601806640625,288.7699890136719,1.1168385954558866,52.31827925818343
203,256.70843505859375,285.7200012207031,1.1130136847879093,52.91599084828224
204,251.8599853515625,284.8299865722656,1.130906071382008,47.38517868214522
205,250.07000732421875,286.1499938964844,1.1442795437898616,43.69469427557156
206,257.4599914550781,294.739990234375,1.1447991921719671,44.89129182518483
207,252.72000122070312,287.94000244140625,1.1393637268541523,45.41408623950313
208,262.2200012207031,293.5,1.1192891413076052,52.4349874061243
209,264.04998779296875,292.9800109863281,1.109562675746239,55.37843702339374
210,264.05999755859375,299.8299865722656,1.1354615971536344,48.54171742141322
211,261.7799987792969,302.3800048828125,1.1550920860754719,42.97228503339816
212,269.57000732421875,306.3699951171875,1.1365136580224537,49.29864306978326
213,275.30999755859375,316.2200012207031,1.1485961426206563,47.05013547388811
214,280.6099853515625,323.7900085449219,1.1538791399003896,46.4989291673762
215,279.8699951171875,320.4800109863281,1.1451031428079181,48.82895386319942
216,278.8399963378906,318.6499938964844,1.1427700404584467,49.29493828678748
217,287.7799987792969,325.67999267578125,1.131697804076893,54.10423059364914
218,283.8999938964844,318.5,1.121873923379271,56.145912902693205
219,281.4700012207031,316.0199890136719,1.1227483839952017,55.40787212512473
220,272.45001220703125,301.2200012207031,1.1055973122578169,58.262642204034854
221,256.8800048828125,285.92999267578125,1.1130877734381126,52.933210191393506
222,261.1600036621094,285.75,1.0941568233767731,58.78122720258293
223,269.07000732421875,299.5400085449219,1.1132419087646137,55.4664770775639
224,269.0299987792969,302.1700134277344,1.1231833431171534,52.78348867350869
225,266.44000244140625,298.8699951171875,1.1217159299603032,52.65356154977352
226,287.0199890136719,329.95001220703125,1.1495715449676032,48.82772623171471
227,290.0899963378906,341.1499938964844,1.1760143341831069,41.69337098769987
228,288.9100036621094,340.3699951171875,1.178117721099275,40.91069941431264
229,292.6499938964844,345.9599914550781,1.1821629887935363,40.2735913261025
230,291.510009765625,338.4100036621094,1.1608863926634703,46.31389228762979
231,287.1400146484375,337.8299865722656,1.1765339880820542,41.106702430208294
232,286.5,330.8599853515625,1.1548341548047556,47.22912896936973
233,287.0199890136719,321.489990234375,1.1200961693962757,57.28774820437096
234,292.8900146484375,330.8800048828125,1.1297073588526916,55.67143861123888
235,294.5299987792969,335.7799987792969,1.140053645370468,52.943284110681
236,296.3999938964844,334.29998779296875,1.1278677283297134,56.89973922184934
237,290.6000061035156,328.9700012207031,1.132037144911551,54.54877221192314
238,287.9800109863281,326.7799987792969,1.13473153105342,53.26910168176162
239,300.92999267578125,344.92999267578125,1.1462134086694546,52.26883495668748
240,302.8299865722656,344.1099853515625,1.1363141056357906,55.60501394303217
241,300.1300048828125,341.5299987792969,1.1379402033217214,54.60940091582999
242,292.739990234375,334.0899963378906,1.1412516481619397,52.26276905514707
243,285.4100036621094,331.1499938964844,1.1602606413492274,45.49563268362082
244,286.69000244140625,326.67999267578125,1.139488611021754,51.6607428528221
245,292.1499938964844,332.5799865722656,1.13838779229996,52.991443644430014
246,288.4100036621094,330.6400146484375,1.1464235305645059,49.978527318577655
247,292.3399963378906,338.1700134277344,1.156769575370976,47.653037996632385
248,295.3500061035156,342.4599914550781,1.1595056183443964,47.349231340155576
249,291.45001220703125,339.9200134277344,1.166306396262123,44.72442744743339
250,281.1199951171875,328.7099914550781,1.1692871270791403,42.25435480566191
251,264.4800109863281,338.5400085449219,1.2800211527608496,10.38792138534186
